word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
200,0.003,0.007,0.008,0.01,0.008,0.008,0.008,0.009,0.01,0.013,0.02,0.017
Indonesia,0.003,0.029,0.033,0.019,0.011,0.008,0.009,0.007,0.006,0.005,0.011,0.007
Sky,0.002,0.019,0.024,0.032,0.044,0.042,0.047,0.041,0.02,0.018,0.024,0.039
News,0.002,0.003,0.005,0.008,0.009,0.006,0.007,0.008,0.01,0.009,0.015,0.021
suspects,0.002,0.002,0.004,0.005,0.005,0.003,0.009,0.01,0.007,0.003,0.01,0.011
security,0.002,0.006,0.007,0.007,0.007,0.007,0.009,0.012,0.012,0.01,0.016,0.013
French,0.003,0.005,0.004,0.007,0.009,0.009,0.01,0.013,0.014,0.008,0.009,0.009
fifth,0.004,0.004,0.003,0.007,0.008,0.009,0.013,0.013,0.007,0.004,0.015,0.038
population,0.01,0.018,0.029,0.039,0.043,0.045,0.055,0.051,0.045,0.04,0.034,0.018
By,0.011,0.006,0.006,0.008,0.008,0.012,0.024,0.029,0.023,0.018,0.017,0.362
downtown,0.001,0.002,0.001,0.002,0.001,0.002,0.002,0.002,0.001,0.001,0.006,0.022
demons,0.009,0.011,0.013,0.022,0.03,0.035,0.043,0.047,0.042,0.046,0.046,0.033
jobs,0.001,0.003,0.005,0.007,0.006,0.005,0.01,0.01,0.011,0.009,0.007,0.017
threw,0.001,0.001,0.002,0.004,0.005,0.004,0.006,0.008,0.009,0.01,0.026,0.013
49,0.004,0.011,0.013,0.014,0.014,0.009,0.007,0.005,0.004,0.004,0.017,0.095
During,0.004,0.005,0.003,0.006,0.005,0.003,0.005,0.009,0.004,0.002,0.01,0.414
declared,0.004,0.003,0.003,0.002,0.002,0.002,0.005,0.007,0.006,0.006,0.009,0.007
91,0.002,0.013,0.009,0.012,0.012,0.013,0.015,0.016,0.012,0.009,0.011,0.08
slipped,0.002,0.013,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.009,0.005
extra,0.001,0.005,0.017,0.023,0.024,0.027,0.03,0.033,0.02,0.014,0.008,0.063
##ord,0.001,0.002,0.005,0.008,0.011,0.016,0.019,0.018,0.015,0.01,0.011,0.033
Matt,0.005,0.006,0.017,0.026,0.026,0.034,0.05,0.047,0.037,0.04,0.057,0.03
actually,0.003,0.004,0.005,0.005,0.008,0.011,0.015,0.012,0.01,0.011,0.022,0.055
##el,0.001,0.005,0.007,0.01,0.009,0.013,0.022,0.025,0.022,0.023,0.025,0.013
##ca,0.0,0.002,0.014,0.021,0.022,0.024,0.025,0.021,0.013,0.011,0.008,0.05
giant,0.002,0.004,0.009,0.013,0.014,0.014,0.02,0.019,0.016,0.006,0.008,0.005
rock,0.005,0.017,0.017,0.026,0.04,0.036,0.051,0.048,0.035,0.019,0.009,0.048
Earth,0.001,0.003,0.003,0.002,0.001,0.002,0.003,0.007,0.006,0.008,0.017,0.009
So,0.002,0.002,0.002,0.004,0.004,0.006,0.004,0.007,0.007,0.005,0.009,0.229
Mexico,0.002,0.003,0.002,0.003,0.003,0.004,0.008,0.008,0.01,0.008,0.011,0.008
##IN,0.001,0.004,0.017,0.018,0.021,0.022,0.028,0.029,0.033,0.035,0.045,0.005
##EA,0.002,0.004,0.006,0.009,0.014,0.022,0.024,0.027,0.031,0.031,0.026,0.007
rebels,0.002,0.006,0.005,0.007,0.007,0.006,0.009,0.01,0.01,0.008,0.015,0.013
accused,0.002,0.004,0.005,0.006,0.006,0.008,0.009,0.013,0.012,0.011,0.014,0.018
pill,0.003,0.005,0.008,0.01,0.016,0.011,0.014,0.011,0.008,0.01,0.016,0.001
countryside,0.002,0.0,0.001,0.002,0.004,0.003,0.002,0.003,0.003,0.004,0.014,0.002
peace,0.002,0.006,0.011,0.014,0.018,0.017,0.023,0.022,0.021,0.015,0.013,0.032
awarded,0.002,0.015,0.013,0.015,0.012,0.01,0.011,0.012,0.013,0.017,0.032,0.034
patent,0.001,0.002,0.003,0.004,0.006,0.006,0.005,0.006,0.007,0.014,0.029,0.005
feature,0.003,0.005,0.013,0.014,0.016,0.011,0.014,0.013,0.012,0.01,0.006,0.02
instant,0.001,0.006,0.005,0.01,0.012,0.011,0.012,0.013,0.011,0.007,0.009,0.017
mess,0.004,0.035,0.045,0.041,0.035,0.031,0.042,0.035,0.027,0.028,0.039,0.013
users,0.004,0.006,0.006,0.01,0.014,0.015,0.018,0.016,0.013,0.012,0.009,0.005
Who,0.001,0.003,0.007,0.017,0.019,0.025,0.027,0.024,0.021,0.018,0.019,0.011
H,0.005,0.006,0.004,0.003,0.005,0.008,0.011,0.012,0.015,0.024,0.051,0.015
There,0.007,0.004,0.005,0.004,0.004,0.003,0.003,0.004,0.006,0.007,0.008,0.216
seriously,0.011,0.013,0.012,0.008,0.007,0.007,0.008,0.007,0.007,0.005,0.01,0.039
usual,0.002,0.01,0.01,0.011,0.01,0.006,0.008,0.006,0.007,0.015,0.055,0.013
urged,0.003,0.002,0.001,0.001,0.002,0.006,0.008,0.012,0.012,0.009,0.008,0.007
employees,0.006,0.007,0.005,0.007,0.009,0.011,0.011,0.012,0.01,0.009,0.011,0.008
arrests,0.003,0.007,0.004,0.003,0.003,0.004,0.003,0.005,0.004,0.004,0.007,0.011
Se,0.003,0.002,0.002,0.004,0.005,0.005,0.005,0.006,0.007,0.006,0.009,0.265
##len,0.004,0.014,0.028,0.037,0.044,0.073,0.086,0.083,0.067,0.052,0.022,0.244
##ski,0.003,0.002,0.001,0.002,0.005,0.007,0.008,0.01,0.014,0.02,0.032,0.007
Mount,0.003,0.003,0.009,0.014,0.029,0.031,0.04,0.048,0.031,0.009,0.003,0.042
##rk,0.003,0.006,0.009,0.013,0.015,0.017,0.02,0.019,0.012,0.006,0.011,0.08
une,0.003,0.016,0.023,0.022,0.031,0.036,0.038,0.037,0.033,0.027,0.026,0.006
##ind,0.001,0.006,0.012,0.011,0.011,0.011,0.009,0.01,0.008,0.015,0.025,0.049
##ica,0.001,0.01,0.019,0.027,0.031,0.024,0.034,0.036,0.028,0.02,0.011,0.075
##pic,0.0,0.003,0.002,0.004,0.006,0.005,0.004,0.002,0.004,0.009,0.018,0.024
acts,0.003,0.005,0.01,0.016,0.014,0.015,0.021,0.024,0.02,0.014,0.012,0.009
committed,0.001,0.003,0.004,0.007,0.011,0.012,0.018,0.026,0.025,0.024,0.027,0.013
killers,0.001,0.021,0.027,0.021,0.026,0.019,0.032,0.025,0.027,0.02,0.027,0.029
hate,0.002,0.005,0.005,0.01,0.011,0.011,0.011,0.01,0.01,0.015,0.025,0.01
Kansas,0.002,0.002,0.003,0.007,0.009,0.009,0.011,0.013,0.014,0.019,0.049,0.01
relations,0.003,0.008,0.01,0.014,0.019,0.018,0.021,0.024,0.02,0.017,0.019,0.033
noted,0.006,0.008,0.004,0.003,0.002,0.013,0.017,0.027,0.038,0.032,0.032,0.001
##aut,0.002,0.002,0.004,0.01,0.012,0.009,0.009,0.009,0.006,0.003,0.011,0.024
consumer,0.004,0.008,0.009,0.011,0.012,0.011,0.014,0.015,0.013,0.006,0.004,0.016
army,0.002,0.005,0.006,0.009,0.01,0.011,0.018,0.02,0.018,0.012,0.017,0.019
abuses,0.001,0.007,0.007,0.005,0.003,0.002,0.005,0.004,0.003,0.002,0.009,0.011
GA,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.001,0.002,0.217
##M,0.001,0.002,0.002,0.002,0.002,0.002,0.006,0.008,0.01,0.01,0.016,0.005
battle,0.003,0.003,0.003,0.003,0.004,0.005,0.01,0.008,0.007,0.008,0.019,0.008
independence,0.0,0.003,0.004,0.004,0.004,0.003,0.007,0.005,0.007,0.007,0.011,0.008
accusing,0.012,0.03,0.026,0.02,0.026,0.023,0.034,0.031,0.024,0.013,0.007,0.023
##ati,0.002,0.001,0.005,0.004,0.005,0.008,0.013,0.017,0.022,0.029,0.035,0.031
committing,0.001,0.002,0.004,0.001,0.002,0.001,0.001,0.0,0.0,0.004,0.031,0.017
economy,0.002,0.008,0.014,0.02,0.024,0.025,0.036,0.034,0.022,0.014,0.024,0.022
##ava,0.007,0.034,0.056,0.079,0.09,0.11,0.138,0.151,0.148,0.131,0.115,0.072
##ged,0.002,0.001,0.002,0.005,0.005,0.007,0.008,0.007,0.004,0.004,0.006,0.004
sanctions,0.003,0.012,0.029,0.024,0.024,0.017,0.025,0.021,0.016,0.009,0.011,0.021
Saddam,0.004,0.006,0.006,0.004,0.003,0.002,0.003,0.002,0.001,0.001,0.006,0.032
Hussein,0.001,0.001,0.005,0.008,0.008,0.012,0.016,0.014,0.009,0.007,0.009,0.05
1990,0.003,0.008,0.014,0.016,0.017,0.02,0.021,0.024,0.031,0.031,0.033,0.006
occupation,0.002,0.004,0.004,0.004,0.005,0.006,0.007,0.006,0.007,0.006,0.006,0.006
Kuwait,0.001,0.007,0.009,0.006,0.006,0.005,0.005,0.004,0.002,0.003,0.008,0.014
ou,0.003,0.01,0.016,0.024,0.032,0.029,0.034,0.046,0.037,0.026,0.015,0.031
shattered,0.008,0.021,0.026,0.021,0.023,0.029,0.035,0.042,0.035,0.026,0.016,0.029
refugee,0.002,0.006,0.006,0.008,0.014,0.018,0.021,0.025,0.024,0.027,0.039,0.009
English,0.007,0.007,0.009,0.011,0.011,0.007,0.006,0.007,0.006,0.006,0.009,0.012
Turkish,0.002,0.003,0.007,0.011,0.02,0.019,0.018,0.02,0.019,0.01,0.022,0.008
dictionary,0.003,0.005,0.011,0.016,0.02,0.022,0.024,0.015,0.009,0.003,0.007,0.003
brand,0.002,0.001,0.002,0.0,0.001,0.002,0.002,0.003,0.005,0.008,0.001,0.02
##ished,0.0,0.002,0.002,0.01,0.019,0.027,0.019,0.019,0.011,0.004,0.006,0.01
bulk,0.0,0.016,0.052,0.075,0.076,0.072,0.064,0.061,0.043,0.026,0.013,0.068
Afghanistan,0.003,0.008,0.011,0.013,0.017,0.019,0.024,0.029,0.025,0.016,0.007,0.025
primarily,0.005,0.006,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.008,0.005
House,0.005,0.008,0.012,0.018,0.02,0.024,0.026,0.026,0.022,0.016,0.016,0.02
Ma,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.003,0.01,0.015
##ho,0.001,0.005,0.007,0.01,0.013,0.021,0.026,0.027,0.026,0.025,0.032,0.009
Colorado,0.002,0.002,0.003,0.003,0.004,0.005,0.007,0.01,0.012,0.014,0.027,0.009
legislation,0.002,0.003,0.004,0.005,0.006,0.008,0.011,0.011,0.012,0.011,0.011,0.009
probe,0.002,0.01,0.011,0.008,0.007,0.004,0.005,0.003,0.002,0.002,0.01,0.003
inquiry,0.002,0.009,0.015,0.016,0.021,0.025,0.052,0.034,0.025,0.025,0.031,0.03
##van,0.002,0.004,0.006,0.01,0.012,0.013,0.015,0.015,0.011,0.008,0.008,0.028
Dec,0.001,0.003,0.004,0.003,0.004,0.003,0.003,0.003,0.002,0.004,0.017,0.019
##lining,0.012,0.031,0.062,0.069,0.073,0.091,0.09,0.115,0.078,0.052,0.021,0.262
every,0.003,0.003,0.004,0.007,0.007,0.007,0.011,0.013,0.013,0.011,0.013,0.029
pin,0.001,0.001,0.002,0.005,0.006,0.005,0.005,0.005,0.006,0.007,0.013,0.009
ups,0.003,0.008,0.011,0.017,0.019,0.016,0.023,0.026,0.015,0.005,0.01,0.048
kicking,0.003,0.011,0.021,0.031,0.031,0.033,0.05,0.041,0.047,0.049,0.037,0.024
steal,0.002,0.002,0.007,0.004,0.003,0.001,0.001,0.001,0.005,0.007,0.011,0.005
smoke,0.002,0.002,0.005,0.002,0.002,0.002,0.002,0.002,0.002,0.005,0.02,0.008
Nevada,0.003,0.002,0.002,0.003,0.005,0.006,0.01,0.01,0.008,0.003,0.005,0.125
Lee,0.001,0.013,0.026,0.029,0.025,0.024,0.022,0.022,0.02,0.013,0.028,0.259
Jan,0.001,0.007,0.015,0.02,0.025,0.022,0.023,0.025,0.02,0.017,0.025,0.018
tied,0.002,0.003,0.003,0.002,0.003,0.001,0.002,0.003,0.005,0.008,0.017,0.012
atop,0.001,0.007,0.006,0.002,0.002,0.003,0.002,0.002,0.002,0.0,0.001,0.031
##board,0.007,0.016,0.024,0.033,0.034,0.039,0.042,0.042,0.034,0.025,0.032,0.042
holes,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.01,0.041,0.114,0.068
tie,0.012,0.018,0.021,0.034,0.031,0.033,0.045,0.044,0.042,0.041,0.05,0.03
November,0.002,0.004,0.007,0.013,0.015,0.021,0.035,0.033,0.03,0.024,0.02,0.04
##ko,0.001,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.007,0.013,0.029,0.019
aggressive,0.005,0.008,0.006,0.004,0.004,0.005,0.011,0.012,0.012,0.015,0.032,0.024
pricing,0.001,0.002,0.001,0.002,0.002,0.004,0.004,0.003,0.002,0.003,0.026,0.004
payments,0.002,0.004,0.005,0.007,0.007,0.008,0.012,0.011,0.007,0.004,0.008,0.023
sick,0.008,0.015,0.024,0.031,0.038,0.038,0.04,0.045,0.036,0.023,0.02,0.027
Me,0.002,0.005,0.005,0.007,0.006,0.004,0.005,0.007,0.006,0.005,0.012,0.012
##dic,0.002,0.017,0.036,0.052,0.061,0.074,0.086,0.086,0.08,0.065,0.035,0.085
##are,0.005,0.034,0.044,0.07,0.086,0.109,0.138,0.138,0.132,0.112,0.106,0.042
patients,0.001,0.0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.005,0.011,0.003
##ak,0.001,0.004,0.004,0.004,0.005,0.005,0.006,0.01,0.016,0.023,0.035,0.005
Boeing,0.001,0.002,0.002,0.004,0.006,0.007,0.015,0.013,0.019,0.019,0.02,0.007
airplane,0.003,0.006,0.006,0.006,0.01,0.011,0.011,0.015,0.011,0.009,0.015,0.018
airlines,0.004,0.03,0.015,0.014,0.009,0.005,0.004,0.004,0.002,0.002,0.004,0.031
Bai,0.001,0.003,0.005,0.004,0.006,0.004,0.004,0.004,0.003,0.004,0.014,0.022
error,0.011,0.012,0.009,0.016,0.019,0.025,0.029,0.033,0.035,0.049,0.068,0.01
poll,0.001,0.007,0.017,0.017,0.016,0.015,0.015,0.011,0.008,0.007,0.019,0.012
voters,0.001,0.003,0.006,0.009,0.014,0.016,0.03,0.03,0.028,0.022,0.021,0.033
Defense,0.004,0.005,0.006,0.009,0.012,0.016,0.015,0.013,0.01,0.01,0.017,0.025
massive,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.013,0.004
publicity,0.002,0.004,0.004,0.004,0.004,0.003,0.004,0.005,0.007,0.01,0.029,0.005
pool,0.004,0.007,0.009,0.012,0.017,0.019,0.023,0.026,0.024,0.015,0.013,0.024
argued,0.002,0.007,0.01,0.013,0.017,0.023,0.026,0.032,0.025,0.025,0.021,0.015
banks,0.002,0.009,0.019,0.028,0.033,0.032,0.048,0.043,0.029,0.022,0.025,0.052
lend,0.001,0.005,0.002,0.006,0.008,0.008,0.012,0.011,0.004,0.003,0.008,0.002
via,0.002,0.003,0.006,0.005,0.005,0.004,0.003,0.004,0.004,0.007,0.015,0.009
Internet,0.003,0.002,0.003,0.006,0.008,0.007,0.01,0.009,0.011,0.01,0.022,0.03
mortgage,0.0,0.001,0.002,0.003,0.003,0.003,0.004,0.004,0.002,0.001,0.004,0.006
Most,0.005,0.004,0.002,0.004,0.008,0.011,0.01,0.017,0.018,0.018,0.023,0.285
cuts,0.004,0.008,0.007,0.01,0.012,0.016,0.022,0.021,0.02,0.016,0.013,0.016
Australia,0.001,0.002,0.002,0.003,0.003,0.004,0.006,0.007,0.006,0.009,0.017,0.01
##ON,0.003,0.004,0.004,0.006,0.005,0.005,0.004,0.005,0.004,0.004,0.011,0.035
##yo,0.0,0.001,0.003,0.006,0.013,0.013,0.019,0.02,0.018,0.022,0.027,0.034
##ler,0.002,0.029,0.059,0.087,0.111,0.12,0.129,0.114,0.073,0.043,0.019,0.078
disaster,0.005,0.021,0.021,0.02,0.024,0.026,0.038,0.04,0.039,0.034,0.037,0.011
carrying,0.011,0.012,0.027,0.037,0.032,0.029,0.028,0.031,0.026,0.026,0.019,0.017
lights,0.001,0.001,0.001,0.001,0.006,0.005,0.008,0.009,0.007,0.009,0.015,0.009
Tu,0.001,0.001,0.002,0.002,0.002,0.002,0.006,0.009,0.012,0.016,0.029,0.033
##ition,0.001,0.005,0.003,0.006,0.009,0.009,0.012,0.014,0.008,0.007,0.016,0.023
academic,0.002,0.005,0.006,0.006,0.01,0.011,0.018,0.021,0.014,0.002,0.026,0.04
600,0.002,0.013,0.021,0.03,0.024,0.022,0.035,0.038,0.029,0.015,0.008,0.088
Diana,0.001,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.009,0.006
wrote,0.003,0.004,0.006,0.006,0.006,0.006,0.01,0.011,0.009,0.008,0.012,0.01
##ell,0.001,0.0,0.001,0.005,0.009,0.007,0.007,0.007,0.01,0.011,0.009,0.002
claiming,0.0,0.001,0.002,0.003,0.002,0.003,0.003,0.006,0.005,0.006,0.016,0.016
Security,0.004,0.008,0.012,0.01,0.011,0.01,0.008,0.008,0.003,0.005,0.033,0.093
installed,0.005,0.004,0.004,0.004,0.008,0.004,0.005,0.004,0.001,0.001,0.006,0.019
grounds,0.002,0.002,0.003,0.006,0.005,0.005,0.009,0.013,0.01,0.007,0.008,0.02
gate,0.003,0.004,0.018,0.031,0.027,0.02,0.022,0.02,0.019,0.015,0.016,0.012
shrink,0.0,0.0,0.004,0.004,0.004,0.004,0.004,0.003,0.002,0.005,0.02,0.003
foe,0.0,0.002,0.005,0.003,0.002,0.001,0.002,0.003,0.005,0.006,0.013,0.014
locations,0.002,0.005,0.005,0.004,0.005,0.008,0.009,0.011,0.011,0.011,0.016,0.004
##point,0.001,0.002,0.005,0.008,0.005,0.003,0.001,0.001,0.002,0.006,0.015,0.013
Moore,0.002,0.005,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.006,0.005,0.098
immediate,0.003,0.002,0.002,0.002,0.002,0.004,0.006,0.011,0.011,0.008,0.009,0.009
Robert,0.001,0.002,0.004,0.002,0.003,0.002,0.002,0.003,0.004,0.007,0.013,0.003
Ye,0.005,0.012,0.047,0.051,0.049,0.041,0.05,0.053,0.052,0.081,0.131,0.034
##ates,0.002,0.004,0.005,0.01,0.009,0.012,0.01,0.014,0.014,0.014,0.013,0.016
CBS,0.004,0.007,0.007,0.004,0.004,0.004,0.004,0.002,0.001,0.001,0.005,0.002
Moon,0.003,0.002,0.004,0.003,0.005,0.006,0.012,0.009,0.01,0.012,0.021,0.008
asking,0.004,0.007,0.008,0.006,0.007,0.007,0.005,0.005,0.006,0.004,0.007,0.008
historical,0.004,0.006,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0.006,0.049,0.003
review,0.006,0.008,0.007,0.01,0.012,0.011,0.014,0.02,0.024,0.026,0.03,0.012
##lai,0.003,0.014,0.027,0.041,0.059,0.062,0.073,0.076,0.056,0.035,0.03,0.075
White,0.002,0.009,0.02,0.025,0.027,0.023,0.02,0.017,0.01,0.005,0.01,0.054
Ari,0.001,0.009,0.017,0.023,0.026,0.025,0.036,0.037,0.017,0.006,0.007,0.043
##le,0.002,0.004,0.004,0.008,0.005,0.009,0.016,0.018,0.026,0.034,0.046,0.005
Iranian,0.005,0.009,0.009,0.008,0.01,0.012,0.013,0.013,0.011,0.005,0.009,0.014
id,0.015,0.028,0.051,0.06,0.076,0.077,0.082,0.087,0.067,0.051,0.042,0.044
##aid,0.004,0.041,0.086,0.109,0.119,0.123,0.118,0.101,0.074,0.037,0.003,0.162
native,0.002,0.0,0.001,0.001,0.002,0.004,0.006,0.007,0.01,0.009,0.009,0.007
senior,0.004,0.007,0.004,0.005,0.006,0.008,0.011,0.014,0.012,0.01,0.03,0.049
Seattle,0.0,0.001,0.002,0.004,0.003,0.003,0.004,0.003,0.002,0.004,0.013,0.001
Society,0.004,0.006,0.005,0.004,0.003,0.001,0.002,0.002,0.002,0.003,0.007,0.009
tomorrow,0.004,0.009,0.01,0.007,0.007,0.006,0.009,0.007,0.006,0.007,0.017,0.032
Justice,0.001,0.002,0.005,0.005,0.003,0.003,0.003,0.002,0.001,0.004,0.021,0.027
##hn,0.001,0.011,0.025,0.028,0.034,0.041,0.047,0.05,0.029,0.019,0.003,0.199
##quist,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.001,0.001,0.002,0.064
Clarence,0.002,0.012,0.018,0.016,0.016,0.013,0.014,0.01,0.005,0.001,0.005,0.068
##alia,0.0,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.002,0.017,0.112
targets,0.003,0.008,0.007,0.009,0.007,0.006,0.011,0.007,0.007,0.007,0.011,0.004
meet,0.001,0.002,0.002,0.003,0.002,0.003,0.003,0.004,0.005,0.006,0.013,0.013
counties,0.005,0.002,0.001,0.001,0.002,0.002,0.002,0.001,0.0,0.001,0.006,0.041
see,0.005,0.005,0.007,0.009,0.008,0.009,0.012,0.012,0.012,0.012,0.02,0.014
aircraft,0.001,0.002,0.004,0.003,0.004,0.003,0.003,0.003,0.002,0.003,0.01,0.006
landing,0.004,0.014,0.018,0.018,0.017,0.015,0.027,0.022,0.025,0.024,0.025,0.05
pilots,0.002,0.006,0.005,0.006,0.006,0.01,0.017,0.018,0.015,0.008,0.012,0.032
150,0.004,0.023,0.031,0.022,0.029,0.033,0.045,0.055,0.053,0.031,0.016,0.031
##bury,0.001,0.0,0.002,0.002,0.004,0.003,0.004,0.002,0.002,0.004,0.016,0.003
Rock,0.003,0.003,0.004,0.003,0.003,0.002,0.001,0.002,0.006,0.014,0.033,0.006
##land,0.001,0.002,0.004,0.011,0.016,0.018,0.021,0.019,0.019,0.02,0.026,0.017
wonder,0.003,0.003,0.006,0.016,0.017,0.025,0.035,0.033,0.032,0.027,0.013,0.013
##ia,0.002,0.004,0.007,0.012,0.014,0.021,0.029,0.034,0.031,0.031,0.035,0.017
UN,0.003,0.01,0.016,0.019,0.02,0.019,0.021,0.024,0.021,0.018,0.018,0.034
official,0.005,0.005,0.005,0.007,0.009,0.009,0.012,0.013,0.012,0.009,0.013,0.014
Whitney,0.006,0.008,0.009,0.012,0.014,0.019,0.02,0.018,0.018,0.027,0.058,0.01
engine,0.004,0.005,0.009,0.014,0.013,0.01,0.015,0.014,0.013,0.012,0.019,0.014
##ced,0.001,0.008,0.013,0.016,0.016,0.02,0.018,0.017,0.016,0.012,0.02,0.019
assembly,0.001,0.002,0.003,0.003,0.002,0.003,0.005,0.011,0.014,0.008,0.007,0.008
McCain,0.003,0.005,0.002,0.001,0.002,0.003,0.004,0.005,0.005,0.002,0.002,0.003
Nelson,0.004,0.008,0.026,0.028,0.034,0.041,0.043,0.042,0.033,0.024,0.015,0.05
##ews,0.003,0.005,0.003,0.005,0.009,0.006,0.006,0.005,0.004,0.005,0.018,0.002
Commerce,0.005,0.015,0.017,0.015,0.016,0.015,0.014,0.014,0.011,0.002,0.019,0.006
significant,0.002,0.004,0.006,0.007,0.005,0.004,0.007,0.01,0.008,0.005,0.006,0.01
##ur,0.001,0.003,0.006,0.008,0.012,0.014,0.015,0.012,0.011,0.014,0.027,0.022
##dle,0.001,0.002,0.004,0.002,0.002,0.006,0.009,0.013,0.017,0.008,0.001,0.005
Zealand,0.006,0.007,0.008,0.008,0.01,0.013,0.019,0.016,0.019,0.018,0.015,0.038
seek,0.003,0.004,0.004,0.008,0.011,0.018,0.014,0.013,0.015,0.019,0.032,0.046
penalty,0.006,0.022,0.03,0.035,0.038,0.036,0.045,0.037,0.025,0.013,0.007,0.041
six,0.002,0.006,0.009,0.01,0.01,0.009,0.012,0.01,0.009,0.011,0.018,0.045
##ney,0.002,0.004,0.003,0.008,0.008,0.012,0.012,0.011,0.004,0.004,0.015,0.095
Let,0.034,0.048,0.061,0.067,0.077,0.085,0.084,0.093,0.071,0.061,0.032,0.433
Marc,0.001,0.001,0.001,0.001,0.001,0.002,0.005,0.004,0.005,0.005,0.011,0.026
##lon,0.0,0.005,0.008,0.022,0.018,0.028,0.029,0.03,0.034,0.034,0.037,0.027
Force,0.004,0.015,0.023,0.032,0.028,0.022,0.023,0.022,0.021,0.013,0.008,0.089
##rier,0.001,0.002,0.004,0.004,0.001,0.003,0.005,0.005,0.005,0.013,0.011,0.022
pension,0.001,0.002,0.004,0.004,0.006,0.004,0.004,0.004,0.005,0.004,0.016,0.002
momentum,0.002,0.003,0.006,0.011,0.012,0.012,0.015,0.015,0.011,0.014,0.036,0.016
contrary,0.013,0.02,0.038,0.071,0.095,0.122,0.13,0.121,0.1,0.059,0.008,0.07
package,0.001,0.004,0.007,0.007,0.008,0.007,0.007,0.007,0.004,0.005,0.015,0.016
taxes,0.001,0.022,0.062,0.041,0.038,0.027,0.034,0.032,0.02,0.015,0.019,0.012
difficulty,0.003,0.008,0.009,0.009,0.007,0.007,0.009,0.011,0.008,0.009,0.016,0.017
multiple,0.002,0.005,0.004,0.004,0.004,0.006,0.005,0.006,0.006,0.004,0.01,0.002
easier,0.0,0.001,0.002,0.004,0.006,0.004,0.002,0.001,0.002,0.002,0.006,0.032
ID,0.003,0.003,0.006,0.005,0.004,0.004,0.005,0.003,0.002,0.0,0.008,0.003
internet,0.0,0.002,0.003,0.003,0.002,0.002,0.003,0.004,0.004,0.008,0.019,0.001
Putin,0.002,0.028,0.032,0.04,0.053,0.046,0.053,0.044,0.032,0.016,0.019,0.026
Arabia,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.005,0.026
Before,0.001,0.002,0.004,0.004,0.003,0.004,0.003,0.003,0.003,0.005,0.003,0.026
Russia,0.002,0.004,0.005,0.006,0.007,0.006,0.008,0.008,0.007,0.006,0.012,0.019
regards,0.001,0.011,0.015,0.025,0.019,0.02,0.024,0.028,0.02,0.017,0.011,0.048
suggests,0.004,0.003,0.002,0.003,0.004,0.005,0.002,0.006,0.005,0.003,0.006,0.021
everything,0.002,0.003,0.004,0.005,0.007,0.012,0.012,0.013,0.016,0.016,0.022,0.013
Mexican,0.003,0.004,0.002,0.002,0.002,0.001,0.002,0.001,0.001,0.002,0.021,0.012
considered,0.002,0.006,0.005,0.006,0.007,0.008,0.008,0.009,0.007,0.005,0.003,0.01
kidnapping,0.001,0.004,0.005,0.01,0.016,0.022,0.042,0.036,0.043,0.039,0.034,0.025
Bo,0.001,0.004,0.008,0.008,0.009,0.007,0.008,0.009,0.008,0.008,0.017,0.027
Tampa,0.0,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.005,0.027,0.152
Out,0.002,0.006,0.008,0.007,0.011,0.008,0.006,0.006,0.006,0.008,0.021,0.027
##back,0.003,0.006,0.009,0.009,0.009,0.011,0.017,0.013,0.01,0.01,0.016,0.018
##eak,0.002,0.015,0.026,0.043,0.066,0.067,0.076,0.073,0.042,0.026,0.016,0.207
##house,0.001,0.002,0.005,0.004,0.005,0.003,0.002,0.002,0.002,0.005,0.011,0.008
140,0.002,0.0,0.001,0.002,0.003,0.007,0.008,0.005,0.003,0.004,0.015,0.015
differing,0.007,0.011,0.007,0.008,0.012,0.013,0.015,0.018,0.023,0.026,0.014,0.014
Command,0.005,0.036,0.089,0.117,0.109,0.098,0.094,0.088,0.044,0.013,0.012,0.137
##lint,0.0,0.001,0.002,0.001,0.002,0.002,0.003,0.004,0.006,0.01,0.036,0.042
instances,0.0,0.0,0.001,0.002,0.003,0.004,0.003,0.004,0.004,0.003,0.002,0.005
missile,0.002,0.003,0.005,0.004,0.004,0.003,0.003,0.004,0.003,0.004,0.014,0.015
