word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
All,0.75,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.953
Things,0.751,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.994,0.963
recently,0.04,0.012,0.021,0.026,0.027,0.018,0.022,0.03,0.077,0.077,0.239,0.788
proud,0.022,0.024,0.018,0.028,0.023,0.004,0.007,0.018,0.018,0.011,0.035,0.856
citizens,0.107,0.028,0.027,0.022,0.021,0.021,0.026,0.034,0.034,0.041,0.041,0.831
picks,0.024,0.005,0.007,0.012,0.038,0.032,0.044,0.047,0.098,0.124,0.295,0.894
resignation,0.074,0.017,0.021,0.011,0.007,0.012,0.009,0.025,0.023,0.019,0.064,0.592
resign,0.108,0.023,0.032,0.034,0.016,0.03,0.028,0.034,0.033,0.027,0.077,0.835
previously,0.05,0.011,0.02,0.038,0.021,0.015,0.019,0.04,0.064,0.077,0.165,0.557
robbery,0.033,0.006,0.031,0.023,0.053,0.047,0.019,0.02,0.026,0.024,0.052,0.689
conviction,0.031,0.016,0.009,0.026,0.005,0.069,0.028,0.036,0.03,0.012,0.096,0.705
served,0.033,0.014,0.017,0.04,0.039,0.03,0.015,0.013,0.015,0.001,0.05,0.305
87,0.069,0.033,0.054,0.051,0.028,0.012,0.004,0.014,0.009,0.007,0.083,0.872
cracked,0.051,0.017,0.023,0.004,0.003,0.014,0.046,0.027,0.028,0.018,0.12,0.646
co,0.044,0.034,0.046,0.05,0.043,0.039,0.036,0.025,0.03,0.028,0.035,0.761
Cisco,0.829,0.992,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.996,0.802
supplier,0.011,0.009,0.018,0.02,0.028,0.02,0.032,0.02,0.031,0.047,0.086,0.831
homes,0.061,0.025,0.031,0.031,0.027,0.009,0.01,0.015,0.02,0.023,0.095,0.634
polled,0.02,0.006,0.005,0.012,0.005,0.007,0.002,0.014,0.056,0.08,0.156,0.49
Group,0.383,0.988,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.996,0.993,0.908
autopsy,0.018,0.003,0.009,0.022,0.017,0.041,0.044,0.042,0.024,0.022,0.045,0.572
reports,0.012,0.963,0.997,0.996,0.995,0.994,0.993,0.99,0.987,0.981,0.958,0.861
initial,0.024,0.018,0.01,0.006,0.008,0.008,0.005,0.008,0.006,0.009,0.025,0.359
Howard,0.039,0.033,0.053,0.061,0.032,0.013,0.006,0.012,0.042,0.041,0.077,0.679
fairly,0.036,0.027,0.039,0.026,0.027,0.023,0.019,0.038,0.076,0.078,0.199,0.749
van,0.331,0.991,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.994,0.942
SUV,0.009,0.002,0.005,0.006,0.01,0.009,0.008,0.023,0.027,0.009,0.035,0.509
smugglers,0.017,0.004,0.014,0.008,0.018,0.006,0.014,0.025,0.06,0.084,0.315,0.733
Sheriff,0.827,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.882
People,0.766,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.888
witnesses,0.034,0.013,0.015,0.013,0.014,0.028,0.033,0.066,0.039,0.056,0.161,0.097
hear,0.088,0.026,0.033,0.034,0.055,0.033,0.052,0.05,0.088,0.085,0.182,0.667
located,0.048,0.027,0.035,0.062,0.027,0.019,0.028,0.039,0.072,0.081,0.216,0.618
vulnerability,0.04,0.045,0.071,0.065,0.084,0.058,0.037,0.033,0.067,0.057,0.176,0.756
NT,0.05,0.016,0.017,0.018,0.013,0.011,0.018,0.029,0.031,0.024,0.087,0.554
4.0,0.04,0.005,0.014,0.012,0.004,0.011,0.007,0.02,0.016,0.007,0.02,0.72
Terminal,0.863,0.992,1.0,1.0,1.0,0.999,0.999,0.999,0.999,0.998,0.996,0.774
Server,0.034,0.016,0.008,0.014,0.013,0.009,0.012,0.005,0.015,0.008,0.021,0.701
patch,0.003,0.015,0.039,0.031,0.02,0.015,0.004,0.01,0.03,0.024,0.09,0.581
additional,0.098,0.986,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.986,0.796
brings,0.092,0.026,0.036,0.034,0.049,0.031,0.039,0.042,0.089,0.111,0.276,0.84
Union,0.025,0.941,0.996,0.995,0.994,0.992,0.99,0.985,0.978,0.968,0.929,0.81
banned,0.052,0.012,0.018,0.02,0.022,0.013,0.014,0.009,0.016,0.021,0.046,0.497
import,0.06,0.011,0.01,0.011,0.018,0.01,0.004,0.005,0.007,0.005,0.007,0.594
modified,0.093,0.001,0.004,0.01,0.007,0.003,0.003,0.037,0.014,0.022,0.137,0.734
EU,0.61,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.92
consumers,0.027,0.026,0.016,0.017,0.03,0.008,0.014,0.009,0.027,0.009,0.032,0.508
feared,0.038,0.019,0.033,0.027,0.018,0.007,0.008,0.018,0.053,0.06,0.229,0.772
risks,0.028,0.012,0.02,0.01,0.01,0.012,0.008,0.009,0.013,0.015,0.073,0.763
gets,0.041,0.026,0.038,0.054,0.03,0.03,0.029,0.02,0.016,0.017,0.037,0.542
opportunity,0.018,0.005,0.009,0.008,0.015,0.011,0.01,0.018,0.033,0.024,0.067,0.707
test,0.039,0.009,0.018,0.022,0.017,0.018,0.019,0.013,0.023,0.043,0.079,0.634
McDonald,0.392,0.989,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.99,0.934
moves,0.037,0.023,0.033,0.027,0.029,0.019,0.02,0.021,0.026,0.036,0.114,0.793
According,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Long,0.67,0.989,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.996,0.992,0.86
Hispanic,0.014,0.008,0.01,0.039,0.019,0.004,0.002,0.012,0.018,0.002,0.019,0.52
listed,0.02,0.01,0.032,0.022,0.017,0.007,0.029,0.035,0.02,0.013,0.065,0.45
Bureau,0.069,0.015,0.038,0.04,0.064,0.034,0.033,0.029,0.073,0.077,0.194,0.593
census,0.013,0.014,0.02,0.024,0.01,0.009,0.008,0.012,0.026,0.024,0.163,0.58
Authorities,0.767,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.996,0.86
forward,0.025,0.024,0.021,0.021,0.014,0.011,0.012,0.019,0.016,0.01,0.036,0.81
looked,0.044,0.013,0.007,0.017,0.03,0.029,0.046,0.055,0.098,0.086,0.209,0.614
deadly,0.05,0.033,0.039,0.028,0.015,0.016,0.022,0.018,0.021,0.018,0.089,0.605
Actor,0.641,0.987,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.996,0.945
2005,0.028,0.001,0.032,0.011,0.011,0.008,0.025,0.026,0.046,0.02,0.022,0.901
extension,0.059,0.024,0.048,0.055,0.012,0.04,0.032,0.026,0.017,0.011,0.012,0.713
producer,0.132,0.072,0.143,0.109,0.191,0.177,0.145,0.081,0.04,0.025,0.141,0.344
TV,0.011,0.975,0.998,0.998,0.997,0.996,0.996,0.994,0.992,0.989,0.975,0.839
Communications,0.018,0.007,0.011,0.013,0.028,0.01,0.008,0.018,0.065,0.067,0.202,0.635
Sprint,0.052,0.031,0.024,0.024,0.009,0.006,0.004,0.014,0.041,0.065,0.243,0.383
relationships,0.071,0.048,0.027,0.006,0.0,0.001,0.001,0.007,0.014,0.006,0.004,0.696
profile,0.017,0.015,0.016,0.01,0.022,0.014,0.009,0.021,0.032,0.008,0.013,0.874
SARS,0.101,0.989,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.988,0.827
teacher,0.034,0.009,0.015,0.014,0.017,0.009,0.017,0.025,0.061,0.069,0.172,0.536
lives,0.045,0.013,0.025,0.014,0.02,0.022,0.02,0.025,0.022,0.016,0.051,0.546
Second,0.768,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.969
0.4,0.05,0.023,0.047,0.034,0.032,0.028,0.028,0.024,0.026,0.034,0.051,0.503
distributed,0.042,0.002,0.02,0.012,0.028,0.009,0.003,0.006,0.056,0.072,0.348,0.772
non,0.024,0.588,0.995,0.993,0.99,0.987,0.984,0.978,0.97,0.951,0.881,0.651
governmental,0.061,0.006,0.009,0.019,0.013,0.015,0.008,0.011,0.016,0.013,0.034,0.758
boycott,0.493,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.996,0.992,0.917
organisations,0.02,0.054,0.031,0.011,0.013,0.012,0.019,0.007,0.004,0.002,0.023,0.686
grew,0.024,0.011,0.019,0.011,0.023,0.012,0.025,0.032,0.042,0.051,0.107,0.718
count,0.019,0.021,0.032,0.015,0.018,0.034,0.031,0.028,0.041,0.032,0.031,0.737
assault,0.021,0.021,0.016,0.02,0.02,0.007,0.002,0.007,0.014,0.013,0.018,0.698
Bryant,0.146,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.989,0.891
S.,0.782,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.994,0.943
51,0.044,0.01,0.014,0.008,0.009,0.016,0.02,0.015,0.015,0.026,0.066,0.937
combined,0.012,0.011,0.017,0.013,0.018,0.026,0.019,0.019,0.019,0.01,0.021,0.262
suspected,0.005,0.975,0.998,0.998,0.997,0.996,0.995,0.993,0.99,0.985,0.965,0.792
Syrian,0.655,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.942
Third,0.073,0.986,0.999,0.999,0.999,0.998,0.998,0.998,0.997,0.995,0.99,0.89
fighters,0.02,0.016,0.011,0.014,0.014,0.015,0.011,0.046,0.101,0.093,0.191,0.495
decided,0.026,0.012,0.012,0.008,0.004,0.009,0.011,0.021,0.022,0.015,0.066,0.744
rape,0.034,0.026,0.027,0.047,0.028,0.021,0.036,0.039,0.056,0.051,0.081,0.663
proceed,0.075,0.019,0.038,0.024,0.03,0.07,0.026,0.046,0.061,0.101,0.147,0.468
martial,0.112,0.033,0.058,0.074,0.046,0.031,0.041,0.041,0.045,0.032,0.05,0.866
Houston,0.025,0.984,0.999,0.999,0.999,0.998,0.998,0.998,0.997,0.995,0.989,0.895
Southwest,0.846,0.992,1.0,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.875
With,0.573,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.914
fought,0.075,0.016,0.029,0.029,0.029,0.036,0.035,0.039,0.05,0.054,0.107,0.807
streaming,0.026,0.014,0.03,0.041,0.02,0.051,0.015,0.02,0.008,0.011,0.062,0.753
uprising,0.049,0.003,0.013,0.043,0.03,0.024,0.023,0.01,0.01,0.013,0.045,0.687
miners,0.073,0.01,0.037,0.01,0.018,0.005,0.004,0.004,0.007,0.017,0.06,0.096
besieged,0.013,0.003,0.003,0.011,0.003,0.016,0.003,0.003,0.028,0.036,0.12,0.349
leaving,0.053,0.012,0.018,0.01,0.009,0.006,0.009,0.015,0.038,0.046,0.117,0.755
track,0.066,0.014,0.021,0.03,0.033,0.018,0.018,0.021,0.018,0.014,0.046,0.621
dozen,0.063,0.007,0.028,0.036,0.028,0.025,0.009,0.012,0.016,0.014,0.039,0.691
Taliban,0.68,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.992,0.903
convoy,0.069,0.016,0.005,0.018,0.002,0.011,0.006,0.007,0.013,0.011,0.085,0.541
Dell,0.693,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.77
Red,0.825,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.956
Cross,0.044,0.019,0.011,0.031,0.028,0.013,0.011,0.011,0.01,0.021,0.058,0.295
Ireland,0.037,0.027,0.041,0.024,0.022,0.015,0.019,0.048,0.041,0.026,0.044,0.595
Palestine,0.027,0.009,0.022,0.013,0.055,0.063,0.061,0.068,0.095,0.065,0.115,0.721
Campaign,0.023,0.015,0.001,0.011,0.038,0.033,0.019,0.014,0.014,0.012,0.011,0.784
planning,0.029,0.01,0.032,0.001,0.028,0.018,0.038,0.08,0.136,0.084,0.216,0.804
quite,0.018,0.965,0.997,0.996,0.995,0.993,0.991,0.988,0.984,0.977,0.944,0.794
27-year,0.03,0.01,0.005,0.013,0.006,0.028,0.01,0.007,0.026,0.022,0.059,0.722
laboratory,0.047,0.037,0.06,0.063,0.035,0.009,0.043,0.041,0.104,0.138,0.373,0.608
worker,0.036,0.011,0.015,0.012,0.005,0.008,0.009,0.011,0.012,0.017,0.061,0.632
manufacturing,0.063,0.011,0.029,0.027,0.025,0.018,0.02,0.03,0.043,0.04,0.104,0.607
sector,0.038,0.018,0.02,0.011,0.012,0.022,0.028,0.049,0.039,0.028,0.071,0.762
indicates,0.14,0.068,0.093,0.113,0.118,0.079,0.114,0.149,0.151,0.175,0.219,0.824
expansion,0.049,0.029,0.028,0.019,0.009,0.01,0.005,0.01,0.022,0.02,0.066,0.695
growth,0.031,0.01,0.011,0.013,0.016,0.008,0.012,0.024,0.039,0.032,0.093,0.69
lawsuit,0.065,0.048,0.033,0.039,0.013,0.012,0.003,0.007,0.014,0.014,0.056,0.563
Alabama,0.027,0.013,0.011,0.012,0.009,0.01,0.011,0.024,0.022,0.01,0.004,0.807
Building,0.009,0.985,0.999,0.999,0.998,0.998,0.998,0.997,0.996,0.995,0.99,0.774
earned,0.049,0.026,0.029,0.022,0.017,0.012,0.007,0.017,0.02,0.021,0.05,0.78
bonus,0.039,0.054,0.09,0.038,0.046,0.014,0.013,0.005,0.029,0.035,0.108,0.733
truck,0.036,0.025,0.052,0.054,0.049,0.032,0.029,0.039,0.062,0.071,0.23,0.566
spotted,0.032,0.033,0.051,0.056,0.053,0.042,0.04,0.071,0.118,0.08,0.171,0.71
description,0.106,0.011,0.019,0.022,0.029,0.022,0.014,0.01,0.014,0.017,0.069,0.78
knew,0.1,0.019,0.036,0.027,0.018,0.003,0.014,0.028,0.034,0.048,0.128,0.841
Jodie,0.748,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.938
Michael,0.451,0.988,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.994,0.934
Powell,0.052,0.986,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.993,0.985,0.804
FCC,0.538,0.989,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.991,0.762
colleagues,0.074,0.014,0.01,0.01,0.01,0.017,0.017,0.037,0.029,0.039,0.113,0.518
Industrial,0.02,0.005,0.018,0.016,0.023,0.024,0.035,0.059,0.095,0.065,0.197,0.667
Average,0.106,0.02,0.072,0.062,0.065,0.081,0.025,0.025,0.03,0.041,0.182,0.356
0.5,0.043,0.024,0.045,0.017,0.015,0.007,0.014,0.005,0.008,0.027,0.051,0.417
Tehran,0.789,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.939
Western,0.83,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.914
lifted,0.034,0.012,0.022,0.03,0.054,0.062,0.078,0.07,0.117,0.074,0.218,0.116
peaceful,0.064,0.013,0.017,0.013,0.013,0.012,0.01,0.017,0.025,0.029,0.086,0.678
Bill,0.004,0.985,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.989,0.863
veto,0.009,0.014,0.015,0.005,0.01,0.004,0.007,0.007,0.033,0.048,0.163,0.622
bills,0.051,0.027,0.042,0.024,0.024,0.021,0.02,0.015,0.026,0.032,0.138,0.788
times,0.047,0.022,0.032,0.02,0.019,0.015,0.013,0.015,0.008,0.013,0.013,0.794
low,0.027,0.025,0.03,0.031,0.022,0.019,0.015,0.02,0.021,0.02,0.034,0.736
negative,0.059,0.03,0.048,0.037,0.026,0.021,0.019,0.022,0.024,0.027,0.032,0.84
cargo,0.061,0.015,0.022,0.019,0.033,0.026,0.037,0.046,0.064,0.056,0.166,0.615
Old,0.788,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.96
Man,0.796,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.994,0.964
hospitalized,0.039,0.017,0.009,0.012,0.022,0.007,0.018,0.033,0.053,0.051,0.107,0.822
Reserve,0.112,0.01,0.016,0.027,0.033,0.057,0.023,0.008,0.007,0.007,0.009,0.752
worldwide,0.1,0.033,0.036,0.009,0.01,0.002,0.007,0.014,0.016,0.026,0.121,0.642
stood,0.072,0.01,0.005,0.007,0.014,0.01,0.003,0.003,0.011,0.014,0.022,0.531
decade,0.078,0.044,0.036,0.033,0.016,0.014,0.01,0.009,0.006,0.016,0.061,0.743
Associates,0.01,0.003,0.007,0.023,0.025,0.015,0.012,0.007,0.019,0.019,0.077,0.509
1995,0.022,0.063,0.026,0.044,0.026,0.017,0.032,0.022,0.017,0.016,0.06,0.764
Campbell,0.037,0.016,0.023,0.033,0.018,0.015,0.008,0.016,0.008,0.011,0.075,0.442
climbing,0.112,0.059,0.068,0.058,0.073,0.058,0.063,0.078,0.153,0.15,0.278,0.705
Smith,0.018,0.979,0.999,0.999,0.998,0.998,0.998,0.997,0.996,0.994,0.986,0.89
David,0.757,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.951
transferred,0.065,0.01,0.016,0.063,0.065,0.047,0.059,0.075,0.095,0.044,0.062,0.893
platform,0.013,0.026,0.026,0.016,0.02,0.01,0.011,0.016,0.014,0.012,0.039,0.419
gay,0.02,0.016,0.02,0.028,0.016,0.024,0.016,0.013,0.019,0.02,0.041,0.489
Democrat,0.046,0.028,0.023,0.03,0.023,0.02,0.013,0.008,0.017,0.01,0.057,0.694
explicitly,0.006,0.003,0.015,0.05,0.03,0.01,0.012,0.006,0.026,0.052,0.132,0.814
marriages,0.086,0.007,0.026,0.041,0.003,0.005,0.004,0.004,0.011,0.026,0.012,0.61
63,0.021,0.042,0.012,0.011,0.003,0.005,0.009,0.013,0.013,0.032,0.122,0.829
regular,0.034,0.007,0.012,0.019,0.009,0.013,0.008,0.024,0.019,0.018,0.112,0.359
quarantined,0.012,0.014,0.008,0.016,0.009,0.005,0.01,0.013,0.022,0.013,0.052,0.878
Still,0.812,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.94
scientist,0.043,0.025,0.027,0.021,0.003,0.008,0.006,0.014,0.035,0.036,0.174,0.229
himself,0.046,0.013,0.03,0.029,0.036,0.018,0.026,0.037,0.067,0.087,0.22,0.714
advocate,0.028,0.017,0.083,0.047,0.059,0.014,0.07,0.06,0.07,0.057,0.066,0.066
ran,0.028,0.019,0.023,0.023,0.025,0.017,0.02,0.023,0.017,0.024,0.099,0.486
Hundreds,0.781,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.588
Star,0.043,0.027,0.021,0.029,0.039,0.038,0.024,0.015,0.026,0.035,0.035,0.467
Weather,0.063,0.041,0.052,0.044,0.023,0.023,0.018,0.022,0.043,0.022,0.048,0.527
investigations,0.075,0.008,0.02,0.015,0.012,0.004,0.009,0.004,0.01,0.014,0.033,0.829
Wilson,0.035,0.001,0.006,0.014,0.009,0.011,0.011,0.017,0.029,0.031,0.107,0.488
prepare,0.154,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.995,0.989,0.893
Church,0.042,0.037,0.024,0.043,0.039,0.043,0.044,0.051,0.067,0.057,0.045,0.797
anniversary,0.046,0.026,0.029,0.024,0.02,0.043,0.023,0.023,0.044,0.049,0.158,0.717
cards,0.047,0.046,0.041,0.041,0.041,0.029,0.032,0.061,0.046,0.037,0.095,0.751
pictures,0.019,0.006,0.017,0.013,0.029,0.007,0.01,0.014,0.023,0.036,0.156,0.742
Liberal,0.307,0.987,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.994,0.934
Montenegro,0.047,0.006,0.025,0.003,0.016,0.012,0.007,0.007,0.019,0.051,0.134,0.807
independent,0.027,0.008,0.009,0.01,0.01,0.013,0.013,0.02,0.013,0.009,0.043,0.791
radical,0.005,0.018,0.021,0.004,0.016,0.016,0.037,0.067,0.089,0.066,0.136,0.815
So,0.81,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.994,0.961
showed,0.01,0.006,0.012,0.014,0.012,0.006,0.004,0.014,0.015,0.022,0.077,0.723
offender,0.006,0.005,0.016,0.02,0.022,0.011,0.026,0.017,0.039,0.039,0.112,0.488
appeared,0.072,0.04,0.065,0.041,0.012,0.008,0.005,0.011,0.025,0.037,0.165,0.777
isolated,0.051,0.004,0.009,0.019,0.011,0.033,0.029,0.057,0.062,0.052,0.171,0.615
island,0.122,0.064,0.044,0.057,0.009,0.032,0.009,0.014,0.03,0.039,0.151,0.612
Taiwan,0.798,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.882
epidemic,0.026,0.017,0.01,0.011,0.015,0.004,0.03,0.018,0.03,0.029,0.04,0.79
fastest,0.066,0.019,0.02,0.025,0.024,0.039,0.043,0.031,0.032,0.019,0.01,0.646
games,0.024,0.025,0.027,0.023,0.021,0.011,0.015,0.017,0.011,0.013,0.028,0.734
daily,0.04,0.004,0.007,0.017,0.011,0.006,0.003,0.005,0.011,0.008,0.013,0.611
took,0.033,0.013,0.022,0.022,0.027,0.013,0.02,0.017,0.049,0.07,0.191,0.779
Columbia,0.088,0.009,0.014,0.018,0.031,0.009,0.004,0.009,0.029,0.046,0.074,0.833
college,0.095,0.016,0.011,0.014,0.013,0.011,0.01,0.021,0.027,0.028,0.021,0.757
miles,0.022,0.017,0.022,0.023,0.013,0.011,0.015,0.02,0.033,0.039,0.136,0.641
north,0.461,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.992,0.899
Each,0.725,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.876
Japanese,0.224,0.987,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.916
Against,0.003,0.982,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.991,0.98,0.825
separation,0.054,0.02,0.01,0.015,0.002,0.011,0.013,0.017,0.029,0.025,0.089,0.715
buyers,0.028,0.018,0.014,0.008,0.006,0.008,0.002,0.003,0.006,0.013,0.039,0.831
payment,0.033,0.018,0.008,0.004,0.01,0.006,0.013,0.02,0.002,0.002,0.035,0.293
basic,0.01,0.977,0.998,0.998,0.998,0.997,0.997,0.996,0.994,0.992,0.983,0.845
offering,0.054,0.03,0.019,0.016,0.03,0.018,0.02,0.035,0.065,0.052,0.146,0.732
blasts,0.027,0.026,0.05,0.024,0.016,0.003,0.009,0.019,0.051,0.063,0.196,0.732
Olympic,0.066,0.034,0.084,0.034,0.038,0.02,0.029,0.03,0.039,0.05,0.165,0.58
Games,0.041,0.075,0.077,0.043,0.036,0.025,0.027,0.015,0.017,0.025,0.035,0.7
Student,0.039,0.013,0.008,0.002,0.005,0.002,0.003,0.004,0.01,0.017,0.034,0.188
faced,0.067,0.005,0.016,0.018,0.007,0.014,0.035,0.068,0.041,0.033,0.178,0.754
threatens,0.055,0.024,0.046,0.052,0.054,0.02,0.032,0.041,0.075,0.082,0.205,0.679
conservatives,0.016,0.008,0.008,0.009,0.016,0.006,0.021,0.016,0.051,0.049,0.135,0.623
provided,0.04,0.02,0.009,0.011,0.013,0.005,0.012,0.012,0.004,0.005,0.028,0.832
stance,0.076,0.015,0.028,0.034,0.011,0.006,0.008,0.008,0.036,0.022,0.138,0.822
disappointed,0.024,0.021,0.04,0.034,0.048,0.13,0.064,0.032,0.049,0.055,0.125,0.485
abortion,0.051,0.01,0.004,0.015,0.004,0.006,0.007,0.012,0.017,0.033,0.053,0.785
Africa,0.005,0.97,0.998,0.998,0.997,0.996,0.995,0.993,0.99,0.984,0.96,0.678
Joe,0.465,0.987,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.994,0.912
vice,0.034,0.024,0.021,0.023,0.018,0.024,0.028,0.027,0.018,0.016,0.042,0.841
Army,0.124,0.987,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.996,0.992,0.916
Maine,0.043,0.025,0.014,0.024,0.024,0.008,0.016,0.016,0.034,0.022,0.068,0.53
majority,0.069,0.012,0.014,0.017,0.02,0.018,0.017,0.02,0.021,0.016,0.024,0.784
G.,0.039,0.026,0.022,0.044,0.023,0.009,0.017,0.022,0.053,0.074,0.169,0.733
railroad,0.064,0.001,0.013,0.034,0.06,0.055,0.042,0.058,0.075,0.092,0.086,0.321
subway,0.04,0.028,0.028,0.038,0.038,0.034,0.038,0.041,0.08,0.092,0.233,0.531
jets,0.026,0.004,0.005,0.007,0.031,0.009,0.033,0.059,0.106,0.143,0.232,0.669
scheduled,0.039,0.013,0.023,0.084,0.032,0.019,0.023,0.019,0.04,0.038,0.111,0.656
2006,0.018,0.048,0.03,0.053,0.021,0.013,0.012,0.017,0.024,0.019,0.092,0.846
Airways,0.006,0.017,0.025,0.011,0.098,0.053,0.094,0.122,0.205,0.181,0.224,0.481
Russian,0.549,0.988,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.994,0.865
Vladimir,0.011,0.002,0.01,0.008,0.0,0.013,0.026,0.038,0.03,0.023,0.132,0.636
web,0.04,0.026,0.011,0.004,0.005,0.007,0.004,0.011,0.015,0.016,0.05,0.592
sites,0.017,0.033,0.014,0.003,0.007,0.015,0.011,0.02,0.013,0.007,0.017,0.797
wants,0.042,0.014,0.02,0.021,0.022,0.012,0.019,0.03,0.07,0.084,0.188,0.628
village,0.089,0.036,0.054,0.045,0.021,0.004,0.003,0.005,0.014,0.023,0.102,0.414
alone,0.04,0.01,0.023,0.017,0.011,0.009,0.013,0.032,0.052,0.062,0.151,0.661
Christmas,0.073,0.015,0.006,0.008,0.004,0.007,0.01,0.042,0.065,0.082,0.157,0.53
Dec.,0.03,0.009,0.005,0.007,0.021,0.009,0.007,0.008,0.033,0.061,0.22,0.839
fish,0.068,0.033,0.025,0.033,0.022,0.019,0.026,0.033,0.032,0.027,0.098,0.721
Fed,0.001,0.984,0.999,0.999,0.998,0.998,0.998,0.997,0.996,0.995,0.99,0.909
Empire,0.008,0.028,0.011,0.007,0.013,0.006,0.012,0.025,0.049,0.091,0.257,0.381
jumping,0.031,0.028,0.041,0.025,0.058,0.044,0.058,0.092,0.141,0.151,0.305,0.616
May.,0.017,0.008,0.005,0.002,0.004,0.007,0.003,0.03,0.02,0.017,0.013,0.407
pulled,0.03,0.015,0.024,0.013,0.021,0.017,0.017,0.027,0.053,0.051,0.171,0.558
Investigators,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
matters,0.054,0.048,0.032,0.028,0.004,0.03,0.014,0.017,0.013,0.015,0.105,0.756
discussed,0.056,0.012,0.013,0.02,0.019,0.009,0.028,0.036,0.041,0.035,0.155,0.812
bench,0.03,0.011,0.01,0.008,0.007,0.007,0.007,0.019,0.018,0.013,0.022,0.651
strikes,0.089,0.042,0.05,0.05,0.035,0.03,0.038,0.041,0.035,0.032,0.097,0.865
owns,0.04,0.019,0.041,0.012,0.013,0.017,0.015,0.017,0.04,0.051,0.238,0.519
Ukraine,0.621,0.987,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.911
producing,0.007,0.008,0.009,0.016,0.005,0.001,0.018,0.034,0.036,0.025,0.137,0.427
vision,0.058,0.047,0.059,0.085,0.064,0.048,0.034,0.018,0.026,0.034,0.077,0.681
Many,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
improvements,0.008,0.003,0.008,0.006,0.013,0.006,0.012,0.025,0.073,0.096,0.236,0.423
